Style Number,Color Code,Size,Alt Size
19490,215,12,D
19490,215,13,D
19490,215,14,D
19490,215,15,D
19490,215,7,EE
19490,215,7.5,EE
19490,215,8,EE
19490,215,8.5,EE
19490,215,9,EE
19490,215,9.5,EE
19490,215,10,EE
19490,215,10.5,EE
19490,215,11,EE
19490,215,11.5,EE
19490,215,12,EE
19490,215,13,EE
19490,215,14,EE
19491,215,7,D
19491,215,7.5,D
19491,215,8,D
19491,215,8.5,D
19491,215,9,D
19491,215,9.5,D
19491,215,10,D
19491,215,10.5,D
19491,215,11,D
19491,215,11.5,D
19491,215,12,D
19491,215,13,D
19491,215,14,D
19491,215,15,D
19491,215,7,EE
19491,215,7.5,EE
19491,215,8,EE
19491,215,8.5,EE
19491,215,9,EE
19491,215,9.5,EE
19491,215,10,EE
19491,215,10.5,EE
19491,215,11,EE
19491,215,11.5,EE
19491,215,12,EE
19491,215,13,EE
19491,215,14,EE
200062,305,6,
200062,305,7,
200062,305,8,
200062,305,9,
200062,305,10,
200062,305,11,
200062,305,12,
200062,305,13,
200062,305,14,
200062,305,15,
200063,001,7,
200063,001,8,
200063,001,9,
200063,001,10,
200063,001,11,
200063,001,12,
200063,001,13,
200063,001,14,
200063,001,15,
20511,001,6,D
20511,001,6.5,D
20511,001,7,D
20511,001,7.5,D
20511,001,8,D
20511,001,8.5,D
20511,001,9,D
20511,001,9.5,D
20511,001,10,D
20511,001,10.5,D
20511,001,11,D
20511,001,11.5,D
20511,001,12,D
20511,001,13,D
20511,001,14,D
20511,001,15,D
20511,001,6,EE
20511,001,6.5,EE
20511,001,7,EE
20511,001,7.5,EE
20511,001,8,EE
20511,001,8.5,EE
20511,001,9,EE
20511,001,9.5,EE
20511,001,10,EE
20511,001,10.5,EE
20511,001,11,EE
20511,001,11.5,EE
20511,001,12,EE
20511,001,13,EE
20511,001,14,EE
20511,001,15,EE
20512,230,6,D
20512,230,6.5,D
20512,230,7,D
20512,230,7.5,D
20512,230,8,D
20512,230,8.5,D
20512,230,9,D
20512,230,9.5,D
20512,230,10,D
20512,230,10.5,D
20512,230,11,D
20512,230,11.5,D
20512,230,12,D
20512,230,13,D
20512,230,14,D
20512,230,15,D
20512,230,6,EE
20512,230,6.5,EE
20512,230,7,EE
20512,230,7.5,EE
20512,230,8,EE
20512,230,8.5,EE
20512,230,9,EE
20512,230,9.5,EE
20512,230,10,EE
20512,230,10.5,EE
20512,230,11,EE
20512,230,11.5,EE
20512,230,12,EE
20512,230,13,EE
20512,230,14,EE
20512,230,15,EE
20580,260,6,D
20580,260,6.5,D
20580,260,7,D
20580,260,7.5,D
20580,260,8,D
20580,260,8.5,D
20580,260,9,D
20580,260,9.5,D
20580,260,10,D
20580,260,10.5,D
20580,260,11,D
20580,260,11.5,D
20580,260,12,D
20580,260,13,D
20580,260,14,D
20580,260,15,D
20580,260,6,EE
20580,260,6.5,EE
20580,260,7,EE
20580,260,7.5,EE
20580,260,8,EE
20580,260,8.5,EE
20580,260,9,EE
20580,260,9.5,EE
20580,260,10,EE
20580,260,10.5,EE
20580,260,11,EE
20580,260,11.5,EE
20580,260,12,EE
20580,260,13,EE
20580,260,14,EE
20580,260,15,EE
211310,205,7,
211310,205,8,
211310,205,9,
211310,205,10,
211310,205,11,
211310,205,12,
211310,205,13,
211310,205,14,
211311,205,7,
211311,205,8,
211311,205,9,
211311,205,10,
211311,205,11,
211311,205,12,
211311,205,13,
211311,205,14,
21210,001,5,M
21210,001,5.5,M
21210,001,6,M
21210,001,6.5,M
21210,001,7,M
21210,001,7.5,M
21210,001,8,M
21210,001,8.5,M
21210,001,9,M
21210,001,9.5,M
21210,001,10,M
21210,001,8,B
21210,001,8.5,B
21210,001,9,B
21210,001,9.5,B
21210,001,10,B
21210,001,10.5,B
21210,001,11,B
21210,001,11.5,B
21210,001,12,B
21210,001,13,B
21210,001,14,B
21210,001,7,D
21210,001,7.5,D
21210,001,8,D
21210,001,8.5,D
21210,001,9,D
21210,001,9.5,D
21210,001,10,D
21210,001,10.5,D
21210,001,11,D
21210,001,11.5,D
21210,001,12,D
21210,001,13,D
21210,001,14,D
21210,001,15,D
21210,001,16,D
21210,001,6,EE
21210,001,6.5,EE
21210,001,7,EE
21210,001,7.5,EE
21210,001,8,EE
21210,001,8.5,EE
21210,001,9,EE
21210,001,9.5,EE
21210,001,10,EE
21210,001,10.5,EE
21210,001,11,EE
21210,001,11.5,EE
21210,001,12,EE
21210,001,13,EE
21210,001,14,EE
21210,001,15,EE
21210,001,8,EEEE
21210,001,8.5,EEEE
21210,001,9,EEEE
21210,001,9.5,EEEE
21210,001,10,EEEE
21210,001,10.5,EEEE
21210,001,11,EEEE
21210,001,11.5,EEEE
21210,001,12,EEEE
21210,001,13,EEEE
21210,001,14,EEEE
22311,230,5,M
22311,230,5.5,M
22311,230,6,M
22311,230,6.5,M
22311,230,7,M
22311,230,7.5,M
22311,230,8,M
22311,230,8.5,M
22311,230,9,M
22311,230,9.5,M
22311,230,10,M
22311,230,11,M
22311,230,12,M
22311,230,5,W
22311,230,5.5,W
22311,230,6,W
22311,230,6.5,W
22311,230,7,W
22311,230,7.5,W
22311,230,8,W
22311,230,8.5,W
22311,230,9,W
22311,230,9.5,W
22311,230,10,W
22311,230,11,W
22500,001,7,D
22500,001,7.5,D
22500,001,8,D
22500,001,8.5,D
22500,001,9,D
22500,001,9.5,D
22500,001,10,D
22500,001,10.5,D
22500,001,11,D
22500,001,11.5,D
22500,001,12,D
22500,001,13,D
22500,001,14,D
22500,001,6,EE
22500,001,6.5,EE
22500,001,7,EE
22500,001,7.5,EE
22500,001,8,EE
22500,001,8.5,EE
22500,001,9,EE
22500,001,9.5,EE
22500,001,10,EE
22500,001,10.5,EE
22500,001,11,EE
22500,001,11.5,EE
22500,001,12,EE
22500,001,13,EE
22600,001,5,M
22600,001,5.5,M
22600,001,6,M
22600,001,6.5,M
22600,001,7,M
22600,001,7.5,M
22600,001,8,M
22600,001,8.5,M
22600,001,9,M
22600,001,9.5,M
22600,001,10,M
22600,001,8,B
22600,001,8.5,B
22600,001,9,B
22600,001,9.5,B
22600,001,10,B
22600,001,10.5,B
22600,001,11,B
22600,001,11.5,B
22600,001,12,B
22600,001,13,B
22600,001,14,B
22600,001,7,D
22600,001,7.5,D
22600,001,8,D
22600,001,8.5,D
22600,001,9,D
22600,001,9.5,D
22600,001,10,D
22600,001,10.5,D
22600,001,11,D
22600,001,11.5,D
22600,001,12,D
22600,001,13,D
22600,001,14,D
22600,001,15,D
22600,001,6,EE
22600,001,6.5,EE
22600,001,7,EE
22600,001,7.5,EE
22600,001,8,EE
22600,001,8.5,EE
22600,001,9,EE
22600,001,9.5,EE
22600,001,10,EE
22600,001,10.5,EE
22600,001,11,EE
22600,001,11.5,EE
22600,001,12,EE
22600,001,13,EE
229131,001,6,
229131,001,7,
229131,001,8,
229131,001,9,
229131,001,10,
229131,001,11,
229131,001,12,
229131,001,13,
229131,001,14,
229131,001,15,
229131,001,16,
229131,001,17,
229131,001,18,
229133,001,6,
229133,001,7,
229133,001,8,
229133,001,9,
229133,001,10,
229133,001,11,
229133,001,12,
229133,001,13,
229133,001,14,
229133,001,15,
229133,001,16,
229133,001,17,
229133,001,18,
232050,220,6,
232050,220,7,
232050,220,8,
232050,220,9,
232050,220,10,
232050,220,11,
232050,220,12,
232050,220,13,
23820,001,6,D
23820,001,6.5,D
23820,001,7,D
23820,001,7.5,D
23820,001,8,D
23820,001,8.5,D
23820,001,9,D
23820,001,9.5,D
23820,001,10,D
23820,001,10.5,D
23820,001,11,D
23820,001,11.5,D
23820,001,12,D
23820,001,13,D
23820,001,14,D
23820,001,15,D
23820,001,16,D
23820,001,6,EE
23820,001,6.5,EE
23820,001,7,EE
23820,001,7.5,EE
23820,001,8,EE
23820,001,8.5,EE
23820,001,9,EE
23820,001,9.5,EE
23820,001,10,EE
23820,001,10.5,EE
23820,001,11,EE
23820,001,11.5,EE
23820,001,12,EE
23820,001,13,EE
23820,001,14,EE
23820,001,15,EE
23820,001,16,EE
23822,001,6,D
23822,001,6.5,D
23822,001,7,D
23822,001,7.5,D
23822,001,8,D
23822,001,8.5,D
23822,001,9,D
23822,001,9.5,D
23822,001,10,D
23822,001,10.5,D
23822,001,11,D
23822,001,11.5,D
23822,001,12,D
23822,001,13,D
23822,001,14,D
23822,001,15,D
23822,001,16,D
23822,001,6,EE
23822,001,6.5,EE
23822,001,7,EE
23822,001,7.5,EE
23822,001,8,EE
23822,001,8.5,EE
23822,001,9,EE
23822,001,9.5,EE
23822,001,10,EE
23822,001,10.5,EE
23822,001,11,EE
23822,001,11.5,EE
23822,001,12,EE
23822,001,13,EE
23822,001,14,EE
23822,001,15,EE
23822,001,16,EE
23824,001,6,D
23824,001,6.5,D
23824,001,7,D
23824,001,7.5,D
23824,001,8,D
23824,001,8.5,D
23824,001,9,D
23824,001,9.5,D
23824,001,10,D
23824,001,10.5,D
23824,001,11,D
23824,001,11.5,D
23824,001,12,D
23824,001,13,D
23824,001,14,D
23824,001,15,D
23824,001,16,D
23824,001,6,EE
23824,001,6.5,EE
23824,001,7,EE
23824,001,7.5,EE
23824,001,8,EE
23824,001,8.5,EE
23824,001,9,EE
23824,001,9.5,EE
23824,001,10,EE
23824,001,10.5,EE
23824,001,11,EE
23824,001,11.5,EE
23824,001,12,EE
23824,001,13,EE
23824,001,14,EE
23824,001,15,EE
23824,001,16,EE
23826,001,3,B
23826,001,3.5,B
23826,001,4,B
23826,001,4.5,B
23826,001,5,B
23826,001,5.5,B
23826,001,6,B
23826,001,6.5,B
23826,001,7,B
23826,001,7.5,B
23826,001,8,B
23826,001,8.5,B
23826,001,9,B
23826,001,9.5,B
23826,001,10,B
23826,001,10.5,B
23826,001,11,B
23826,001,11.5,B
23826,001,12,B
23826,001,13,B
23826,001,14,B
23826,001,15,B
23826,001,16,B
23826,001,3,D
23826,001,3.5,D
23826,001,4,D
23826,001,4.5,D
23826,001,5,D
23826,001,5.5,D
23826,001,6,D
23826,001,6.5,D
23826,001,7,D
23826,001,7.5,D
23826,001,8,D
23826,001,8.5,D
23826,001,9,D
23826,001,9.5,D
23826,001,10,D
23826,001,10.5,D
23826,001,11,D
23826,001,11.5,D
23826,001,12,D
23826,001,13,D
23826,001,14,D
23826,001,15,D
23826,001,16,D
23826,001,3,EE
23826,001,3.5,EE
23826,001,4,EE
23826,001,4.5,EE
23826,001,5,EE
23826,001,5.5,EE
23826,001,6,EE
23826,001,6.5,EE
23826,001,7,EE
23826,001,7.5,EE
23826,001,8,EE
23826,001,8.5,EE
23826,001,9,EE
23826,001,9.5,EE
23826,001,10,EE
23826,001,10.5,EE
23826,001,11,EE
23826,001,11.5,EE
23826,001,12,EE
23826,001,13,EE
23826,001,14,EE
23826,001,15,EE
23826,001,16,EE
23827,001,6,D
23827,001,6.5,D
23827,001,7,D
23827,001,7.5,D
23827,001,8,D
23827,001,8.5,D
23827,001,9,D
23827,001,9.5,D
23827,001,10,D
23827,001,10.5,D
23827,001,11,D
23827,001,11.5,D
23827,001,12,D
23827,001,13,D
23827,001,14,D
23827,001,15,D
23827,001,16,D
23827,001,6,EE
23827,001,6.5,EE
23827,001,7,EE
23827,001,7.5,EE
23827,001,8,EE
23827,001,8.5,EE
23827,001,9,EE
23827,001,9.5,EE
23827,001,10,EE
23827,001,10.5,EE
23827,001,11,EE
23827,001,11.5,EE
23827,001,12,EE
23827,001,13,EE
23827,001,14,EE
23827,001,15,EE
23827,001,16,EE
24002250,000,6,
24002250,000,7,
24002250,000,8,
24002250,000,9,
24002250,000,10,
24002250,000,11,
24002250,000,12,
24002250,000,13,
24002250,000,14,
24002251,000,6,
24002251,000,7,
24002251,000,8,
24002251,000,9,
24002251,000,10,
24002251,000,11,
24002251,000,12,
24002251,000,13,
24002251,000,14,
24009043,001,6,
24009043,001,7,
24009043,001,8,
24009043,001,9,
24009043,001,10,
24009043,001,11,
24009043,001,12,
24009043,001,13,
24009043,001,14,
24009043,001,15,
24009091,001,6,
24009091,001,7,
24009091,001,8,
24009091,001,9,
24009091,001,10,
24009091,001,11,
24009091,001,12,
24009091,001,13,
24009091,001,14,
24323,230,6,D
24323,230,6.5,D
24323,230,7,D
24323,230,7.5,D
24323,230,8,D
24323,230,8.5,D
24323,230,9,D
24323,230,9.5,D
24323,230,10,D
24323,230,10.5,D
24323,230,11,D
24323,230,11.5,D
24323,230,12,D
24323,230,13,D
24323,230,14,D
24323,230,15,D
24323,230,16,D
24323,230,6,EE
24323,230,6.5,EE
24323,230,7,EE
24323,230,7.5,EE
24323,230,8,EE
24323,230,8.5,EE
24323,230,9,EE
24323,230,9.5,EE
24323,230,10,EE
24323,230,10.5,EE
24323,230,11,EE
24323,230,11.5,EE
24323,230,12,EE
24323,230,13,EE
24323,230,14,EE
24323,230,15,EE
24323,230,16,EE
24509099,001,7,
24509099,001,8,
24509099,001,9,
24509099,001,10,
24509099,001,11,
24509099,001,12,
24509099,001,13,
24509099,001,14,
248310,001,7,
248310,001,8,
248310,001,9,
248310,001,10,
248310,001,11,
248310,001,12,
248310,001,13,
248310,001,14,
248311,001,7,
248311,001,8,
248311,001,9,
248311,001,10,
248311,001,11,
248311,001,12,
248311,001,13,
248311,001,14,
248311,001,15,
248311,001,16,
25200,001,5,M
25200,001,5.5,M
25200,001,6,M
25200,001,6.5,M
25200,001,7,M
25200,001,7.5,M
25200,001,8,M
25200,001,8.5,M
25200,001,9,M
25200,001,9.5,M
25200,001,10,M
25200,001,7,D
25200,001,7.5,D
25200,001,8,D
25200,001,8.5,D
25200,001,9,D
25200,001,9.5,D
25200,001,10,D
25200,001,10.5,D
25200,001,11,D
25200,001,11.5,D
25200,001,12,D
25200,001,13,D
25200,001,14,D
25200,001,15,D
25200,001,6,EE
25200,001,6.5,EE
25200,001,7,EE
25200,001,7.5,EE
25200,001,8,EE
25200,001,8.5,EE
25200,001,9,EE
25200,001,9.5,EE
25200,001,10,EE
25200,001,10.5,EE
25200,001,11,EE
25200,001,11.5,EE
25200,001,12,EE
25200,001,13,EE
25331,001,6,D
25331,001,6.5,D
25331,001,7,D
25331,001,7.5,D
25331,001,8,D
25331,001,8.5,D
25331,001,9,D
25331,001,9.5,D
25331,001,10,D
25331,001,10.5,D
25331,001,11,D
25331,001,11.5,D
25331,001,12,D
25331,001,13,D
25331,001,14,D
25331,001,15,D
25331,001,16,D
25331,001,6,EE
25331,001,6.5,EE
25331,001,7,EE
25331,001,7.5,EE
25331,001,8,EE
25331,001,8.5,EE
25331,001,9,EE
25331,001,9.5,EE
25331,001,10,EE
25331,001,10.5,EE
25331,001,11,EE
25331,001,11.5,EE
25331,001,12,EE
25331,001,13,EE
25331,001,14,EE
25331,001,15,EE
25331,001,16,EE
25332,001,6,D
25332,001,6.5,D
25332,001,7,D
25332,001,7.5,D
25332,001,8,D
25332,001,8.5,D
25332,001,9,D
25332,001,9.5,D
25332,001,10,D
25332,001,10.5,D
25332,001,11,D
25332,001,11.5,D
25332,001,12,D
25332,001,13,D
25332,001,14,D
25332,001,15,D
25332,001,16,D
25332,001,6,EE
25332,001,6.5,EE
25332,001,7,EE
25332,001,7.5,EE
25332,001,8,EE
25332,001,8.5,EE
25332,001,9,EE
25332,001,9.5,EE
25332,001,10,EE
25332,001,10.5,EE
25332,001,11,EE
25332,001,11.5,EE
25332,001,12,EE
25332,001,13,EE
25332,001,14,EE
25332,001,15,EE
25332,001,16,EE
257110,001,6,
257110,001,7,
257110,001,8,
257110,001,9,
257110,001,10,
257110,001,11,
257110,001,12,
257110,001,13,
257110,001,14,
257110,001,15,
25730,001,6,D
25730,001,6.5,D
25730,001,7,D
25730,001,7.5,D
25730,001,8,D
25730,001,8.5,D
25730,001,9,D
25730,001,9.5,D
25730,001,10,D
25730,001,10.5,D
25730,001,11,D
25730,001,11.5,D
25730,001,12,D
25730,001,13,D
25730,001,14,D
25730,001,15,D
25730,001,16,D
25730,001,6,EE
25730,001,6.5,EE
25730,001,7,EE
25730,001,7.5,EE
25730,001,8,EE
25730,001,8.5,EE
25730,001,9,EE
25730,001,9.5,EE
25730,001,10,EE
25730,001,10.5,EE
25730,001,11,EE
25730,001,11.5,EE
25730,001,12,EE
25730,001,13,EE
25730,001,14,EE
25730,001,15,EE
25730,001,16,EE
25731,001,6,D
25731,001,6.5,D
25731,001,7,D
25731,001,7.5,D
25731,001,8,D
25731,001,8.5,D
25731,001,9,D
25731,001,9.5,D
25731,001,10,D
25731,001,10.5,D
25731,001,11,D
25731,001,11.5,D
25731,001,12,D
25731,001,13,D
25731,001,14,D
25731,001,15,D
25731,001,16,D
25731,001,6,EE
25731,001,6.5,EE
25731,001,7,EE
25731,001,7.5,EE
25731,001,8,EE
25731,001,8.5,EE
25731,001,9,EE
25731,001,9.5,EE
25731,001,10,EE
25731,001,10.5,EE
25731,001,11,EE
25731,001,11.5,EE
25731,001,12,EE
25731,001,13,EE
25731,001,14,EE
25731,001,15,EE
25731,001,16,EE
25732,001,6,D
25732,001,6.5,D
25732,001,7,D
25732,001,7.5,D
25732,001,8,D
25732,001,8.5,D
25732,001,9,D
25732,001,9.5,D
25732,001,10,D
25732,001,10.5,D
25732,001,11,D
25732,001,11.5,D
25732,001,12,D
25732,001,13,D
25732,001,14,D
25732,001,15,D
25732,001,16,D
25732,001,6,EE
25732,001,6.5,EE
25732,001,7,EE
25732,001,7.5,EE
25732,001,8,EE
25732,001,8.5,EE
25732,001,9,EE
25732,001,9.5,EE
25732,001,10,EE
25732,001,10.5,EE
25732,001,11,EE
25732,001,11.5,EE
25732,001,12,EE
25732,001,13,EE
25732,001,14,EE
25732,001,15,EE
25732,001,16,EE
25733,001,6,D
25733,001,6.5,D
25733,001,7,D
25733,001,7.5,D
25733,001,8,D
25733,001,8.5,D
25733,001,9,D
25733,001,9.5,D
25733,001,10,D
25733,001,10.5,D
25733,001,11,D
25733,001,11.5,D
25733,001,12,D
25733,001,13,D
25733,001,14,D
25733,001,15,D
25733,001,16,D
25733,001,6,EE
25733,001,6.5,EE
25733,001,7,EE
25733,001,7.5,EE
25733,001,8,EE
25733,001,8.5,EE
25733,001,9,EE
25733,001,9.5,EE
25733,001,10,EE
25733,001,10.5,EE
25733,001,11,EE
25733,001,11.5,EE
25733,001,12,EE
25733,001,13,EE
25733,001,14,EE
25733,001,15,EE
25733,001,16,EE
260040,305,5,
260040,305,6,
260040,305,7,
260040,305,8,
260040,305,9,
260040,305,10,
260040,305,11,
260040,305,12,
260040,305,13,
260040,305,14,
260040,305,15,
26411,001,6,D
26411,001,6.5,D
26411,001,7,D
26411,001,7.5,D
26411,001,8,D
26411,001,8.5,D
26411,001,9,D
26411,001,9.5,D
26411,001,10,D
26411,001,10.5,D
26411,001,11,D
26411,001,11.5,D
26411,001,12,D
26411,001,13,D
26411,001,14,D
26411,001,15,D
26411,001,16,D
26411,001,6,EE
26411,001,6.5,EE
26411,001,7,EE
26411,001,7.5,EE
26411,001,8,EE
26411,001,8.5,EE
26411,001,9,EE
26411,001,9.5,EE
26411,001,10,EE
26411,001,10.5,EE
26411,001,11,EE
26411,001,11.5,EE
26411,001,12,EE
26411,001,13,EE
26411,001,14,EE
26411,001,15,EE
26411,001,16,EE
266003,305,1,
266003,305,2,
266003,305,3,
266003,305,4,
266003,305,5,
266003,305,6,
266003,305,11,
266003,305,12,
266003,305,13,
266040,305,3,
266040,305,4,
266040,305,5,
266040,305,6,
266040,305,7,
266040,305,8,
266040,305,9,
266040,305,10,
266040,305,11,
266040,305,12,
266040,305,13,
266040,305,14,
266040,305,15,
266041,375,5,
266041,375,6,
266041,375,7,
266041,375,8,
266041,375,9,
266041,375,10,
266041,375,11,
266041,375,12,
266041,375,13,
266041,375,14,
266041,375,15,
266050,305,6,
266050,305,7,
266050,305,8,
266050,305,9,
266050,305,10,
266050,305,11,
266050,305,12,
266050,305,13,
266050,305,14,
266050,305,15,
266052,305,7,
266052,305,8,
266052,305,9,
266052,305,10,
266052,305,11,
266052,305,12,
266052,305,13,
266052,305,14,
266060,305,5,
266060,305,6,
266060,305,7,
266060,305,8,
266060,305,9,
266060,305,10,
266060,305,11,
266060,305,12,
266060,305,13,
266060,305,14,
266060,305,15,
266075,305,6,
266075,305,7,
266075,305,8,
266075,305,9,
266075,305,10,
266075,305,11,
266075,305,12,
266075,305,13,
266075,305,14,
266075,305,15,
266100,001,7,
266100,001,8,
266100,001,9,
266100,001,10,
266100,001,11,
266100,001,12,
266100,001,13,
266100,001,14,
266100,001,15,
266100,001,16,
266160,001,7,
266160,001,8,
266160,001,9,
266160,001,10,
266160,001,11,
266160,001,12,
266160,001,13,
266160,001,14,
266160,001,15,
266160,001,16,
266200,001,6,
266200,001,7,
266200,001,8,
266200,001,9,
266200,001,10,
266200,001,11,
266200,001,12,
266200,001,13,
266200,001,14,
266200,001,15,
266200,001,16,
26630,001,6,D
26630,001,6.5,D
26630,001,7,D
26630,001,7.5,D
26630,001,8,D
26630,001,8.5,D
26630,001,9,D
26630,001,9.5,D
26630,001,10,D
26630,001,10.5,D
26630,001,11,D
26630,001,11.5,D
26630,001,12,D
26630,001,13,D
26630,001,14,D
26630,001,15,D
26630,001,16,D
26630,001,6,EE
26630,001,6.5,EE
26630,001,7,EE
26630,001,7.5,EE
26630,001,8,EE
26630,001,8.5,EE
26630,001,9,EE
26630,001,9.5,EE
26630,001,10,EE
26630,001,10.5,EE
26630,001,11,EE
26630,001,11.5,EE
26630,001,12,EE
26630,001,13,EE
26630,001,14,EE
26630,001,15,EE
26630,001,16,EE
26631,001,5,M
26631,001,5.5,M
26631,001,6,M
26631,001,6.5,M
26631,001,7,M
26631,001,7.5,M
26631,001,8,M
26631,001,8.5,M
26631,001,9,M
26631,001,9.5,M
26631,001,10,M
26631,001,11,M
26631,001,12,M
26633,001,6,D
26633,001,6.5,D
26633,001,7,D
26633,001,7.5,D
26633,001,8,D
26633,001,8.5,D
26633,001,9,D
26633,001,9.5,D
26633,001,10,D
26633,001,10.5,D
26633,001,11,D
26633,001,11.5,D
26633,001,12,D
26633,001,13,D
26633,001,14,D
26633,001,15,D
26633,001,16,D
26633,001,6,EE
26633,001,6.5,EE
26633,001,7,EE
26633,001,7.5,EE
26633,001,8,EE
26633,001,8.5,EE
26633,001,9,EE
26633,001,9.5,EE
26633,001,10,EE
26633,001,10.5,EE
26633,001,11,EE
26633,001,11.5,EE
26633,001,12,EE
26633,001,13,EE
26633,001,14,EE
26633,001,15,EE
26633,001,16,EE
26634,001,6,D
26634,001,6.5,D
26634,001,7,D
26634,001,7.5,D
26634,001,8,D
26634,001,8.5,D
26634,001,9,D
26634,001,9.5,D
26634,001,10,D
26634,001,10.5,D
26634,001,11,D
26634,001,11.5,D
26634,001,12,D
26634,001,13,D
26634,001,14,D
26634,001,15,D
26634,001,16,D
26634,001,6,EE
26634,001,6.5,EE
26634,001,7,EE
26634,001,7.5,EE
26634,001,8,EE
26634,001,8.5,EE
26634,001,9,EE
26634,001,9.5,EE
26634,001,10,EE
26634,001,10.5,EE
26634,001,11,EE
26634,001,11.5,EE
26634,001,12,EE
26634,001,13,EE
26634,001,14,EE
26634,001,15,EE
26634,001,16,EE
26635,001,6,D
26635,001,6.5,D
26635,001,7,D
26635,001,7.5,D
26635,001,8,D
26635,001,8.5,D
26635,001,9,D
26635,001,9.5,D
26635,001,10,D
26635,001,10.5,D
26635,001,11,D
26635,001,11.5,D
26635,001,12,D
26635,001,13,D
26635,001,14,D
26635,001,15,D
26635,001,16,D
26635,001,6,EE
26635,001,6.5,EE
26635,001,7,EE
26635,001,7.5,EE
26635,001,8,EE
26635,001,8.5,EE
26635,001,9,EE
26635,001,9.5,EE
26635,001,10,EE
26635,001,10.5,EE
26635,001,11,EE
26635,001,11.5,EE
26635,001,12,EE
26635,001,13,EE
26635,001,14,EE
26635,001,15,EE
26635,001,16,EE
267040,305,6,
267040,305,7,
267040,305,8,
267040,305,9,
267040,305,10,
267040,305,11,
267040,305,12,
267040,305,13,
267040,305,14,
267110,001,6,
267110,001,7,
267110,001,8,
267110,001,9,
267110,001,10,
267110,001,11,
267110,001,12,
267110,001,13,
267110,001,14,
267110,001,15,
267110,001,16,
267180,001,6,
267180,001,7,
267180,001,8,
267180,001,9,
267180,001,10,
267180,001,11,
267180,001,12,
267180,001,13,
267180,001,14,
267180,001,15,
267190,001,6,
267190,001,7,
267190,001,8,
267190,001,9,
267190,001,10,
267190,001,11,
267190,001,12,
267190,001,13,
267190,001,14,
267190,001,15,
267190,001,16,
267260,305,4,
267260,305,5,
267260,305,6,
267260,305,7,
267260,305,8,
267260,305,9,
267260,305,10,
267260,305,11,
267260,305,12,
267260,305,13,
267260,305,14,
267260,305,15,
273120,235,7,M
273120,235,8,M
273120,235,9,M
273120,235,10,M
273120,235,11,M
273120,235,12,M
273120,235,13,M
273120,235,14,M
273120,235,15,M
273122,235,5,M
273122,235,6,M
273122,235,7,M
273122,235,8,M
273122,235,9,M
273122,235,10,M
273122,235,11,M
273122,235,12,M
273122,235,13,M
273122,235,14,M
273122,235,15,M
273124,235,7,M
273124,235,8,M
273124,235,9,M
273124,235,10,M
273124,235,11,M
273124,235,12,M
273124,235,13,M
273124,235,14,M
273124,235,15,M
28010,001,6,D
28010,001,6.5,D
28010,001,7,D
28010,001,7.5,D
28010,001,8,D
28010,001,8.5,D
28010,001,9,D
28010,001,9.5,D
28010,001,10,D
28010,001,10.5,D
28010,001,11,D
28010,001,11.5,D
28010,001,12,D
28010,001,13,D
28010,001,14,D
28010,001,15,D
28010,001,16,D
28010,001,7,EE
28010,001,7.5,EE
28010,001,8,EE
28010,001,8.5,EE
28010,001,9,EE
28010,001,9.5,EE
28010,001,10,EE
28010,001,10.5,EE
28010,001,11,EE
28010,001,11.5,EE
28010,001,12,EE
28010,001,13,EE
28010,001,14,EE
28012,001,6,D
28012,001,6.5,D
28012,001,7,D
28012,001,7.5,D
28012,001,8,D
28012,001,8.5,D
28012,001,9,D
28012,001,9.5,D
28012,001,10,D
28012,001,10.5,D
28012,001,11,D
28012,001,11.5,D
28012,001,12,D
28012,001,13,D
28012,001,14,D
28012,001,15,D
28012,001,16,D
28012,001,6,EE
28012,001,6.5,EE
28012,001,7,EE
28012,001,7.5,EE
28012,001,8,EE
28012,001,8.5,EE
28012,001,9,EE
28012,001,9.5,EE
28012,001,10,EE
28012,001,10.5,EE
28012,001,11,EE
28012,001,11.5,EE
28012,001,12,EE
28012,001,13,EE
28012,001,14,EE
28012,001,15,EE
28012,001,16,EE
28017,001,6,D
28017,001,6.5,D
28017,001,7,D
28017,001,7.5,D
28017,001,8,D
28017,001,8.5,D
28017,001,9,D
28017,001,9.5,D
28017,001,10,D
28017,001,10.5,D
28017,001,11,D
28017,001,11.5,D
28017,001,12,D
28017,001,13,D
28017,001,14,D
28017,001,15,D
28017,001,16,D
28017,001,6,EE
28017,001,6.5,EE
28017,001,7,EE
28017,001,7.5,EE
28017,001,8,EE
28017,001,8.5,EE
28017,001,9,EE
28017,001,9.5,EE
28017,001,10,EE
28017,001,10.5,EE
28017,001,11,EE
28017,001,11.5,EE
28017,001,12,EE
28017,001,13,EE
28017,001,14,EE
28017,001,15,EE
28017,001,16,EE
283160,000,8,M
283160,000,9,M
283160,000,10,M
283160,000,11,M
283160,000,12,M
283160,000,13,M
283160,000,14,M
29110,001,5,M
29110,001,5.5,M
29110,001,6,M
29110,001,6.5,M
29110,001,7,M
29110,001,7.5,M
29110,001,8,M
29110,001,8.5,M
29110,001,9,M
29110,001,9.5,M
29110,001,10,M
29110,001,7,D
29110,001,7.5,D
29110,001,8,D
29110,001,8.5,D
29110,001,9,D
29110,001,9.5,D
29110,001,10,D
29110,001,10.5,D
29110,001,11,D
29110,001,11.5,D
29110,001,12,D
29110,001,13,D
