Style Number,Color Code,Size,Alt Size
37683,001,9,D
37683,001,9.5,D
37683,001,10,D
37683,001,10.5,D
37683,001,11,D
37683,001,11.5,D
37683,001,12,D
37683,001,13,D
37683,001,14,D
37684,001,5.5,M
37684,001,6,M
37684,001,6.5,M
37684,001,7,M
37684,001,7.5,M
37684,001,8,M
37684,001,8.5,M
37684,001,9,M
37684,001,9.5,M
37684,001,10,M
37684,001,11,M
38211,250,7,D
38211,250,7.5,D
38211,250,8,D
38211,250,8.5,D
38211,250,9,D
38211,250,9.5,D
38211,250,10,D
38211,250,10.5,D
38211,250,11,D
38211,250,11.5,D
38211,250,12,D
38211,250,13,D
38211,250,14,D
38212,001,7,D
38212,001,7.5,D
38212,001,8,D
38212,001,8.5,D
38212,001,9,D
38212,001,9.5,D
38212,001,10,D
38212,001,10.5,D
38212,001,11,D
38212,001,11.5,D
38212,001,12,D
38212,001,13,D
38212,001,14,D
38213,265,5,M
38213,265,5.5,M
38213,265,6,M
38213,265,6.5,M
38213,265,7,M
38213,265,7.5,M
38213,265,8,M
38213,265,8.5,M
38213,265,9,M
38213,265,9.5,M
38213,265,10,M
38213,265,11,M
38520,270,7,D
38520,270,7.5,D
38520,270,8,D
38520,270,8.5,D
38520,270,9,D
38520,270,9.5,D
38520,270,10,D
38520,270,10.5,D
38520,270,11,D
38520,270,11.5,D
38520,270,12,D
38520,270,13,D
38520,270,14,D
38521,001,7,D
38521,001,7.5,D
38521,001,8,D
38521,001,8.5,D
38521,001,9,D
38521,001,9.5,D
38521,001,10,D
38521,001,10.5,D
38521,001,11,D
38521,001,11.5,D
38521,001,12,D
38521,001,13,D
38521,001,14,D
38522,270,5.5,M
38522,270,6,M
38522,270,6.5,M
38522,270,7,M
38522,270,7.5,M
38522,270,8,M
38522,270,8.5,M
38522,270,9,M
38522,270,9.5,M
38522,270,10,M
38523,001,5.5,M
38523,001,6,M
38523,001,6.5,M
38523,001,7,M
38523,001,7.5,M
38523,001,8,M
38523,001,8.5,M
38523,001,9,M
38523,001,9.5,M
38523,001,10,M
38526,220,5.5,M
38526,220,6,M
38526,220,6.5,M
38526,220,7,M
38526,220,7.5,M
38526,220,8,M
38526,220,8.5,M
38526,220,9,M
38526,220,9.5,M
38526,220,10,M
40000,205,7,D
40000,205,7.5,D
40000,205,8,D
40000,205,8.5,D
40000,205,9,D
40000,205,9.5,D
40000,205,10,D
40000,205,10.5,D
40000,205,11,D
40000,205,11.5,D
40000,205,12,D
40000,205,13,D
40000,205,14,D
40000,205,8,EE
40000,205,8.5,EE
40000,205,9,EE
40000,205,9.5,EE
40000,205,10,EE
40000,205,10.5,EE
40000,205,11,EE
40000,205,11.5,EE
40000,205,12,EE
40000,205,13,EE
40000,205,14,EE
40271,305,8,D
40271,305,8.5,D
40271,305,9,D
40271,305,9.5,D
40271,305,10,D
40271,305,10.5,D
40271,305,11,D
40271,305,11.5,D
40271,305,12,D
40271,305,13,D
40271,305,9,EE
40271,305,9.5,EE
40271,305,10,EE
40271,305,10.5,EE
40271,305,11,EE
40271,305,11.5,EE
40271,305,12,EE
41340,205,7,D
41340,205,7.5,D
41340,205,8,D
41340,205,8.5,D
41340,205,9,D
41340,205,9.5,D
41340,205,10,D
41340,205,10.5,D
41340,205,11,D
41340,205,11.5,D
41340,205,12,D
41340,205,13,D
41340,205,14,D
41340,205,15,D
41340,205,16,D
41340,205,8,EE
41340,205,8.5,EE
41340,205,9,EE
41340,205,9.5,EE
41340,205,10,EE
41340,205,10.5,EE
41340,205,11,EE
41340,205,11.5,EE
41340,205,12,EE
41340,205,13,EE
41340,205,14,EE
41341,205,7,D
41341,205,7.5,D
41341,205,8,D
41341,205,8.5,D
41341,205,9,D
41341,205,9.5,D
41341,205,10,D
41341,205,10.5,D
41341,205,11,D
41341,205,11.5,D
41341,205,12,D
41341,205,13,D
41341,205,14,D
41341,205,15,D
41341,205,16,D
41341,205,8,EE
41341,205,8.5,EE
41341,205,9,EE
41341,205,9.5,EE
41341,205,10,EE
41341,205,10.5,EE
41341,205,11,EE
41341,205,11.5,EE
41341,205,12,EE
41341,205,13,EE
41341,205,14,EE
41342,205,7,D
41342,205,7.5,D
41342,205,8,D
41342,205,8.5,D
41342,205,9,D
41342,205,9.5,D
41342,205,10,D
41342,205,10.5,D
41342,205,11,D
41342,205,11.5,D
41342,205,12,D
41342,205,13,D
41342,205,14,D
41342,205,15,D
41342,205,16,D
41342,205,8,EE
41342,205,8.5,EE
41342,205,9,EE
41342,205,9.5,EE
41342,205,10,EE
41342,205,10.5,EE
41342,205,11,EE
41342,205,11.5,EE
41342,205,12,EE
41342,205,13,EE
41342,205,14,EE
41343,205,7,D
41343,205,7.5,D
41343,205,8,D
41343,205,8.5,D
41343,205,9,D
41343,205,9.5,D
41343,205,10,D
41343,205,10.5,D
41343,205,11,D
41343,205,11.5,D
41343,205,12,D
41343,205,13,D
41343,205,14,D
41343,205,15,D
41343,205,16,D
41343,205,8,EE
41343,205,8.5,EE
41343,205,9,EE
41343,205,9.5,EE
41343,205,10,EE
41343,205,10.5,EE
41343,205,11,EE
41343,205,11.5,EE
41343,205,12,EE
41343,205,13,EE
41343,205,14,EE
41345,220,7,D
41345,220,7.5,D
41345,220,8,D
41345,220,8.5,D
41345,220,9,D
41345,220,9.5,D
41345,220,10,D
41345,220,10.5,D
41345,220,11,D
41345,220,11.5,D
41345,220,12,D
41345,220,13,D
41345,220,14,D
41345,220,15,D
41345,220,16,D
41345,220,8,EE
41345,220,8.5,EE
41345,220,9,EE
41345,220,9.5,EE
41345,220,10,EE
41345,220,10.5,EE
41345,220,11,EE
41345,220,11.5,EE
41345,220,12,EE
41345,220,13,EE
41345,220,14,EE
41531,205,7,D
41531,205,7.5,D
41531,205,8,D
41531,205,8.5,D
41531,205,9,D
41531,205,9.5,D
41531,205,10,D
41531,205,10.5,D
41531,205,11,D
41531,205,11.5,D
41531,205,12,D
41531,205,13,D
41531,205,14,D
41531,205,15,D
41531,205,16,D
41531,205,8,EE
41531,205,8.5,EE
41531,205,9,EE
41531,205,9.5,EE
41531,205,10,EE
41531,205,10.5,EE
41531,205,11,EE
41531,205,11.5,EE
41531,205,12,EE
41531,205,13,EE
41531,205,14,EE
41550,205,7,D
41550,205,7.5,D
41550,205,8,D
41550,205,8.5,D
41550,205,9,D
41550,205,9.5,D
41550,205,10,D
41550,205,10.5,D
41550,205,11,D
41550,205,11.5,D
41550,205,12,D
41550,205,13,D
41550,205,14,D
41550,205,15,D
41550,205,16,D
41550,205,8,EE
41550,205,8.5,EE
41550,205,9,EE
41550,205,9.5,EE
41550,205,10,EE
41550,205,10.5,EE
41550,205,11,EE
41550,205,11.5,EE
41550,205,12,EE
41550,205,13,EE
41550,205,14,EE
41552,205,7,D
41552,205,7.5,D
41552,205,8,D
41552,205,8.5,D
41552,205,9,D
41552,205,9.5,D
41552,205,10,D
41552,205,10.5,D
41552,205,11,D
41552,205,11.5,D
41552,205,12,D
41552,205,13,D
41552,205,14,D
41552,205,15,D
41552,205,16,D
41552,205,8,EE
41552,205,8.5,EE
41552,205,9,EE
41552,205,9.5,EE
41552,205,10,EE
41552,205,10.5,EE
41552,205,11,EE
41552,205,11.5,EE
41552,205,12,EE
41552,205,13,EE
41552,205,14,EE
41555,205,7,D
41555,205,7.5,D
41555,205,8,D
41555,205,8.5,D
41555,205,9,D
41555,205,9.5,D
41555,205,10,D
41555,205,10.5,D
41555,205,11,D
41555,205,11.5,D
41555,205,12,D
41555,205,13,D
41555,205,14,D
41555,205,15,D
41555,205,16,D
41555,205,8,EE
41555,205,8.5,EE
41555,205,9,EE
41555,205,9.5,EE
41555,205,10,EE
41555,205,10.5,EE
41555,205,11,EE
41555,205,11.5,EE
41555,205,12,EE
41555,205,13,EE
41555,205,14,EE
41556,205,7,D
41556,205,7.5,D
41556,205,8,D
41556,205,8.5,D
41556,205,9,D
41556,205,9.5,D
41556,205,10,D
41556,205,10.5,D
41556,205,11,D
41556,205,11.5,D
41556,205,12,D
41556,205,13,D
41556,205,14,D
41556,205,15,D
41556,205,16,D
41556,205,8,EE
41556,205,8.5,EE
41556,205,9,EE
41556,205,9.5,EE
41556,205,10,EE
41556,205,10.5,EE
41556,205,11,EE
41556,205,11.5,EE
41556,205,12,EE
41556,205,13,EE
41556,205,14,EE
41559,205,7,D
41559,205,7.5,D
41559,205,8,D
41559,205,8.5,D
41559,205,9,D
41559,205,9.5,D
41559,205,10,D
41559,205,10.5,D
41559,205,11,D
41559,205,11.5,D
41559,205,12,D
41559,205,13,D
41559,205,14,D
41559,205,15,D
41559,205,16,D
41559,205,8,EE
41559,205,8.5,EE
41559,205,9,EE
41559,205,9.5,EE
41559,205,10,EE
41559,205,10.5,EE
41559,205,11,EE
41559,205,11.5,EE
41559,205,12,EE
41559,205,13,EE
41559,205,14,EE
41560,205,7,D
41560,205,7.5,D
41560,205,8,D
41560,205,8.5,D
41560,205,9,D
41560,205,9.5,D
41560,205,10,D
41560,205,10.5,D
41560,205,11,D
41560,205,11.5,D
41560,205,12,D
41560,205,13,D
41560,205,14,D
41560,205,15,D
41560,205,16,D
41560,205,8,EE
41560,205,8.5,EE
41560,205,9,EE
41560,205,9.5,EE
41560,205,10,EE
41560,205,10.5,EE
41560,205,11,EE
41560,205,11.5,EE
41560,205,12,EE
41560,205,13,EE
41560,205,14,EE
426050,001,6,
426050,001,7,
426050,001,8,
426050,001,9,
426050,001,10,
426050,001,11,
426050,001,12,
426050,001,13,
426050,001,14,
426050,001,15,
42751,205,7,D
42751,205,7.5,D
42751,205,8,D
42751,205,8.5,D
42751,205,9,D
42751,205,9.5,D
42751,205,10,D
42751,205,10.5,D
42751,205,11,D
42751,205,11.5,D
42751,205,12,D
42751,205,13,D
42751,205,14,D
42751,205,15,D
42751,205,16,D
42751,205,8,EE
42751,205,8.5,EE
42751,205,9,EE
42751,205,9.5,EE
42751,205,10,EE
42751,205,10.5,EE
42751,205,11,EE
42751,205,11.5,EE
42751,205,12,EE
42751,205,13,EE
42751,205,14,EE
42752,215,7,D
42752,215,7.5,D
42752,215,8,D
42752,215,8.5,D
42752,215,9,D
42752,215,9.5,D
42752,215,10,D
42752,215,10.5,D
42752,215,11,D
42752,215,11.5,D
42752,215,12,D
42752,215,13,D
42752,215,14,D
42752,215,15,D
42752,215,16,D
42752,215,8,EE
42752,215,8.5,EE
42752,215,9,EE
42752,215,9.5,EE
42752,215,10,EE
42752,215,10.5,EE
42752,215,11,EE
42752,215,11.5,EE
42752,215,12,EE
42752,215,13,EE
42752,215,14,EE
44030,205,7,D
44030,205,7.5,D
44030,205,8,D
44030,205,8.5,D
44030,205,9,D
44030,205,9.5,D
44030,205,10,D
44030,205,10.5,D
44030,205,11,D
44030,205,11.5,D
44030,205,12,D
44030,205,13,D
44030,205,14,D
44030,205,15,D
44030,205,7,EE
44030,205,7.5,EE
44030,205,8,EE
44030,205,8.5,EE
44030,205,9,EE
44030,205,9.5,EE
44030,205,10,EE
44030,205,10.5,EE
44030,205,11,EE
44030,205,11.5,EE
44030,205,12,EE
44030,205,13,EE
44030,205,14,EE
44130,205,5,M
44130,205,5.5,M
44130,205,6,M
44130,205,6.5,M
44130,205,7,M
44130,205,7.5,M
44130,205,8,M
44130,205,8.5,M
44130,205,9,M
44130,205,9.5,M
44130,205,10,M
44130,205,11,M
44210,205,5,M
44210,205,5.5,M
44210,205,6,M
44210,205,6.5,M
44210,205,7,M
44210,205,7.5,M
44210,205,8,M
44210,205,8.5,M
44210,205,9,M
44210,205,9.5,M
44210,205,10,M
44210,205,11,M
44211,205,5,M
44211,205,5.5,M
44211,205,6,M
44211,205,6.5,M
44211,205,7,M
44211,205,7.5,M
44211,205,8,M
44211,205,8.5,M
44211,205,9,M
44211,205,9.5,M
44211,205,10,M
44211,205,11,M
44212,205,5,M
44212,205,5.5,M
44212,205,6,M
44212,205,6.5,M
44212,205,7,M
44212,205,7.5,M
44212,205,8,M
44212,205,8.5,M
44212,205,9,M
44212,205,9.5,M
44212,205,10,M
44212,205,11,M
45025,205,7,D
45025,205,7.5,D
45025,205,8,D
45025,205,8.5,D
45025,205,9,D
45025,205,9.5,D
45025,205,10,D
45025,205,10.5,D
45025,205,11,D
45025,205,11.5,D
45025,205,12,D
45025,205,13,D
45025,205,14,D
45025,205,15,D
45025,205,16,D
45025,205,8,EE
45025,205,8.5,EE
45025,205,9,EE
45025,205,9.5,EE
45025,205,10,EE
45025,205,10.5,EE
45025,205,11,EE
45025,205,11.5,EE
45025,205,12,EE
45025,205,13,EE
45025,205,14,EE
45026,205,7,D
45026,205,7.5,D
45026,205,8,D
45026,205,8.5,D
45026,205,9,D
45026,205,9.5,D
45026,205,10,D
45026,205,10.5,D
45026,205,11,D
45026,205,11.5,D
45026,205,12,D
45026,205,13,D
45026,205,14,D
45026,205,15,D
45026,205,8,EE
45026,205,8.5,EE
45026,205,9,EE
45026,205,9.5,EE
45026,205,10,EE
45026,205,10.5,EE
45026,205,11,EE
45026,205,11.5,EE
45026,205,12,EE
45026,205,13,EE
45026,205,14,EE
45040,205,7,D
45040,205,7.5,D
45040,205,8,D
45040,205,8.5,D
45040,205,9,D
45040,205,9.5,D
45040,205,10,D
45040,205,10.5,D
45040,205,11,D
45040,205,11.5,D
45040,205,12,D
45040,205,13,D
45040,205,14,D
45040,205,15,D
45040,205,16,D
45040,205,8,EE
45040,205,8.5,EE
45040,205,9,EE
45040,205,9.5,EE
45040,205,10,EE
45040,205,10.5,EE
45040,205,11,EE
45040,205,11.5,EE
45040,205,12,EE
45040,205,13,EE
45040,205,14,EE
45041,205,7,D
45041,205,7.5,D
45041,205,8,D
45041,205,8.5,D
45041,205,9,D
45041,205,9.5,D
45041,205,10,D
45041,205,10.5,D
45041,205,11,D
45041,205,11.5,D
45041,205,12,D
45041,205,13,D
45041,205,14,D
45041,205,15,D
45041,205,16,D
45041,205,8,EE
45041,205,8.5,EE
45041,205,9,EE
45041,205,9.5,EE
45041,205,10,EE
45041,205,10.5,EE
45041,205,11,EE
45041,205,11.5,EE
45041,205,12,EE
45041,205,13,EE
45041,205,14,EE
45200,205,5,M
45200,205,5.5,M
45200,205,6,M
45200,205,6.5,M
45200,205,7,M
45200,205,7.5,M
45200,205,8,M
45200,205,8.5,M
45200,205,9,M
45200,205,9.5,M
45200,205,10,M
45200,205,7,D
45200,205,7.5,D
45200,205,8,D
45200,205,8.5,D
45200,205,9,D
45200,205,9.5,D
45200,205,10,D
45200,205,10.5,D
45200,205,11,D
45200,205,11.5,D
45200,205,12,D
45200,205,13,D
45200,205,14,D
45200,205,6,EE
45200,205,6.5,EE
45200,205,7,EE
45200,205,7.5,EE
45200,205,8,EE
45200,205,8.5,EE
45200,205,9,EE
45200,205,9.5,EE
45200,205,10,EE
45200,205,10.5,EE
45200,205,11,EE
45200,205,11.5,EE
45200,205,12,EE
45200,205,13,EE
45254,205,7,D
45254,205,7.5,D
45254,205,8,D
45254,205,8.5,D
45254,205,9,D
45254,205,9.5,D
45254,205,10,D
45254,205,10.5,D
45254,205,11,D
45254,205,11.5,D
45254,205,12,D
45254,205,13,D
45254,205,14,D
45254,205,8,EE
45254,205,8.5,EE
45254,205,9,EE
45254,205,9.5,EE
45254,205,10,EE
45254,205,10.5,EE
45254,205,11,EE
45254,205,11.5,EE
45254,205,12,EE
45254,205,13,EE
45364,265,7,D
45364,265,7.5,D
45364,265,8,D
45364,265,8.5,D
45364,265,9,D
45364,265,9.5,D
45364,265,10,D
45364,265,10.5,D
45364,265,11,D
45364,265,11.5,D
45364,265,12,D
45364,265,13,D
45364,265,14,D
45364,265,15,D
45364,265,8,EE
45364,265,8.5,EE
45364,265,9,EE
45364,265,9.5,EE
45364,265,10,EE
45364,265,10.5,EE
45364,265,11,EE
45364,265,11.5,EE
45364,265,12,EE
45364,265,13,EE
45365,205,7,D
45365,205,7.5,D
45365,205,8,D
45365,205,8.5,D
45365,205,9,D
45365,205,9.5,D
45365,205,10,D
45365,205,10.5,D
45365,205,11,D
45365,205,11.5,D
45365,205,12,D
45365,205,13,D
45365,205,14,D
45365,205,15,D
45365,205,8,EE
45365,205,8.5,EE
45365,205,9,EE
45365,205,9.5,EE
45365,205,10,EE
45365,205,10.5,EE
45365,205,11,EE
45365,205,11.5,EE
45365,205,12,EE
45365,205,13,EE
45382,025,7,D
45382,025,7.5,D
45382,025,8,D
45382,025,8.5,D
45382,025,9,D
45382,025,9.5,D
45382,025,10,D
45382,025,10.5,D
45382,025,11,D
45382,025,11.5,D
45382,025,12,D
45382,025,13,D
45382,025,14,D
45382,025,15,D
45382,025,8,EE
45382,025,8.5,EE
45382,025,9,EE
45382,025,9.5,EE
45382,025,10,EE
45382,025,10.5,EE
45382,025,11,EE
45382,025,11.5,EE
45382,025,12,EE
45382,025,13,EE
46720,205,8,D
46720,205,8.5,D
46720,205,9,D
46720,205,9.5,D
46720,205,10,D
46720,205,10.5,D
46720,205,11,D
46720,205,11.5,D
46720,205,12,D
46720,205,13,D
46720,205,14,D
46720,205,9,EE
46720,205,9.5,EE
46720,205,10,EE
46720,205,10.5,EE
46720,205,11,EE
46720,205,11.5,EE
46720,205,12,EE
46720,205,13,EE
46722,205,8,D
46722,205,8.5,D
46722,205,9,D
46722,205,9.5,D
46722,205,10,D
46722,205,10.5,D
46722,205,11,D
46722,205,11.5,D
46722,205,12,D
46722,205,13,D
46722,205,14,D
46722,205,9,EE
46722,205,9.5,EE
46722,205,10,EE
46722,205,10.5,EE
46722,205,11,EE
46722,205,11.5,EE
46722,205,12,EE
46722,205,13,EE
46724,205,8,D
46724,205,8.5,D
46724,205,9,D
46724,205,9.5,D
46724,205,10,D
46724,205,10.5,D
46724,205,11,D
46724,205,11.5,D
46724,205,12,D
46724,205,13,D
46724,205,14,D
46724,205,9,EE
46724,205,9.5,EE
46724,205,10,EE
46724,205,10.5,EE
46724,205,11,EE
46724,205,11.5,EE
46724,205,12,EE
46724,205,13,EE
47130,205,7,D
47130,205,7.5,D
47130,205,8,D
47130,205,8.5,D
47130,205,9,D
47130,205,9.5,D
47130,205,10,D
47130,205,10.5,D
47130,205,11,D
47130,205,11.5,D
47130,205,12,D
47130,205,13,D
47130,205,14,D
47130,205,15,D
47130,205,8,EE
47130,205,8.5,EE
47130,205,9,EE
47130,205,9.5,EE
47130,205,10,EE
47130,205,10.5,EE
47130,205,11,EE
47130,205,11.5,EE
47130,205,12,EE
47130,205,13,EE
47130,205,14,EE
47131,205,7,D
47131,205,7.5,D
47131,205,8,D
47131,205,8.5,D
47131,205,9,D
47131,205,9.5,D
47131,205,10,D
47131,205,10.5,D
47131,205,11,D
47131,205,11.5,D
47131,205,12,D
47131,205,13,D
47131,205,14,D
47131,205,15,D
47131,205,8,EE
47131,205,8.5,EE
47131,205,9,EE
47131,205,9.5,EE
47131,205,10,EE
47131,205,10.5,EE
47131,205,11,EE
47131,205,11.5,EE
47131,205,12,EE
47131,205,13,EE
47131,205,14,EE
47132,205,7,D
47132,205,7.5,D
47132,205,8,D
47132,205,8.5,D
47132,205,9,D
47132,205,9.5,D
47132,205,10,D
47132,205,10.5,D
47132,205,11,D
47132,205,11.5,D
47132,205,12,D
47132,205,13,D
47132,205,14,D
47132,205,15,D
47132,205,8,EE
47132,205,8.5,EE
47132,205,9,EE
47132,205,9.5,EE
47132,205,10,EE
47132,205,10.5,EE
47132,205,11,EE
47132,205,11.5,EE
47132,205,12,EE
47132,205,13,EE
47132,205,14,EE
47611,200,7,D
47611,200,7.5,D
47611,200,8,D
47611,200,8.5,D
47611,200,9,D
47611,200,9.5,D
47611,200,10,D
47611,200,10.5,D
47611,200,11,D
47611,200,11.5,D
47611,200,12,D
47611,200,13,D
47611,200,14,D
47611,200,9,EE
47611,200,9.5,EE
47611,200,10,EE
47611,200,10.5,EE
47611,200,11,EE
47611,200,11.5,EE
47611,200,12,EE
47611,200,13,EE
47612,200,7,D
47612,200,7.5,D
47612,200,8,D
47612,200,8.5,D
47612,200,9,D
47612,200,9.5,D
47612,200,10,D
47612,200,10.5,D
47612,200,11,D
47612,200,11.5,D
47612,200,12,D
47612,200,13,D
47612,200,14,D
47612,200,9,EE
47612,200,9.5,EE
47612,200,10,EE
47612,200,10.5,EE
47612,200,11,EE
47612,200,11.5,EE
47612,200,12,EE
47612,200,13,EE
47613,365,7,D
47613,365,7.5,D
47613,365,8,D
47613,365,8.5,D
47613,365,9,D
47613,365,9.5,D
47613,365,10,D
47613,365,10.5,D
47613,365,11,D
47613,365,11.5,D
47613,365,12,D
47613,365,13,D
47613,365,14,D
47613,365,9,EE
47613,365,9.5,EE
47613,365,10,EE
47613,365,10.5,EE
47613,365,11,EE
47613,365,11.5,EE
47613,365,12,EE
47613,365,13,EE
501000,205,5,M
501000,205,5.5,M
501000,205,6,M
501000,205,6.5,M
501000,205,7,M
501000,205,7.5,M
501000,205,8,M
501000,205,8.5,M
501000,205,9,M
501000,205,9.5,M
501000,205,10,M
501000,205,10.5,M
501000,205,11,M
501000,205,11.5,M
501000,205,12,M
501000,205,13,M
501000,205,14,M
501000,205,8,W
501000,205,8.5,W
501000,205,9,W
501000,205,9.5,W
501000,205,10,W
501000,205,10.5,W
501000,205,11,W
501000,205,11.5,W
501000,205,12,W
501000,205,13,W
501001,205,5,M
501001,205,5.5,M
501001,205,6,M
501001,205,6.5,M
501001,205,7,M
501001,205,7.5,M
501001,205,8,M
501001,205,8.5,M
501001,205,9,M
501001,205,9.5,M
501001,205,10,M
501001,205,11,M
501004,205,1,Y
501004,205,2,Y
501004,205,3,Y
501004,205,4,Y
501004,205,5,Y
501004,205,6,Y
501050,340,5,M
501050,340,5.5,M
501050,340,6,M
501050,340,6.5,M
501050,340,7,M
501050,340,7.5,M
501050,340,8,M
501050,340,8.5,M
501050,340,9,M
501050,340,9.5,M
501050,340,10,M
501050,340,10.5,M
501050,340,11,M
501050,340,11.5,M
501050,340,12,M
501050,340,13,M
501050,340,14,M
501050,340,8,W
501050,340,8.5,W
501050,340,9,W
501050,340,9.5,W
501050,340,10,W
501050,340,10.5,W
501050,340,11,W
501050,340,11.5,W
501050,340,12,W
501050,340,13,W
50110,230,6,D
50110,230,6.5,D
50110,230,7,D
50110,230,7.5,D
50110,230,8,D
50110,230,8.5,D
50110,230,9,D
50110,230,9.5,D
50110,230,10,D
50110,230,10.5,D
50110,230,11,D
50110,230,11.5,D
50110,230,12,D
50110,230,13,D
50110,230,14,D
50110,230,15,D
50110,230,16,D
50110,230,6,EE
50110,230,6.5,EE
50110,230,7,EE
50110,230,7.5,EE
50110,230,8,EE
50110,230,8.5,EE
50110,230,9,EE
50110,230,9.5,EE
50110,230,10,EE
50110,230,10.5,EE
50110,230,11,EE
50110,230,11.5,EE
50110,230,12,EE
50110,230,13,EE
50110,230,14,EE
50110,230,15,EE
50110,230,16,EE
50111,001,6,D
50111,001,6.5,D
50111,001,7,D
50111,001,7.5,D
50111,001,8,D
50111,001,8.5,D
50111,001,9,D
50111,001,9.5,D
50111,001,10,D
50111,001,10.5,D
50111,001,11,D
50111,001,11.5,D
50111,001,12,D
50111,001,13,D
50111,001,14,D
50111,001,15,D
50111,001,16,D
50111,001,6,EE
50111,001,6.5,EE
50111,001,7,EE
50111,001,7.5,EE
50111,001,8,EE
50111,001,8.5,EE
50111,001,9,EE
50111,001,9.5,EE
50111,001,10,EE
50111,001,10.5,EE
50111,001,11,EE
50111,001,11.5,EE
50111,001,12,EE
50111,001,13,EE
50111,001,14,EE
50111,001,15,EE
50111,001,16,EE
50120,001,3,D
50120,001,3.5,D
50120,001,4,D
50120,001,4.5,D
50120,001,5,D
50120,001,5.5,D
50120,001,6,D
50120,001,6.5,D
50120,001,7,D
50120,001,7.5,D
50120,001,8,D
50120,001,8.5,D
50120,001,9,D
50120,001,9.5,D
50120,001,10,D
50120,001,10.5,D
50120,001,11,D
50120,001,11.5,D
50120,001,12,D
50120,001,13,D
50120,001,14,D
50120,001,15,D
50120,001,16,D
50120,001,3,EE
50120,001,3.5,EE
50120,001,4,EE
50120,001,4.5,EE
50120,001,5,EE
50120,001,5.5,EE
50120,001,6,EE
50120,001,6.5,EE
50120,001,7,EE
50120,001,7.5,EE
50120,001,8,EE
50120,001,8.5,EE
50120,001,9,EE
50120,001,9.5,EE
50120,001,10,EE
50120,001,10.5,EE
50120,001,11,EE
50120,001,11.5,EE
50120,001,12,EE
50120,001,13,EE
50120,001,14,EE
50120,001,15,EE
50120,001,16,EE
50122,001,3,D
50122,001,3.5,D
50122,001,4,D
50122,001,4.5,D
50122,001,5,D
50122,001,5.5,D
50122,001,6,D
50122,001,6.5,D
50122,001,7,D
50122,001,7.5,D
50122,001,8,D
50122,001,8.5,D
50122,001,9,D
50122,001,9.5,D
50122,001,10,D
50122,001,10.5,D
50122,001,11,D
50122,001,11.5,D
50122,001,12,D
50122,001,13,D
50122,001,14,D
50122,001,15,D
50122,001,16,D
50122,001,3,EE
50122,001,3.5,EE
50122,001,4,EE
50122,001,4.5,EE
50122,001,5,EE
50122,001,5.5,EE
50122,001,6,EE
50122,001,6.5,EE
50122,001,7,EE
50122,001,7.5,EE
50122,001,8,EE
50122,001,8.5,EE
50122,001,9,EE
50122,001,9.5,EE
50122,001,10,EE
50122,001,10.5,EE
50122,001,11,EE
50122,001,11.5,EE
50122,001,12,EE
50122,001,13,EE
50122,001,14,EE
50122,001,15,EE
50122,001,16,EE
50124,001,8,D
50124,001,8.5,D
50124,001,9,D
50124,001,9.5,D
50124,001,10,D
50124,001,10.5,D
50124,001,11,D
50124,001,11.5,D
50124,001,12,D
50124,001,13,D
50124,001,14,D
50124,001,15,D
50124,001,9,EE
50124,001,9.5,EE
50124,001,10,EE
50124,001,10.5,EE
50124,001,11,EE
50124,001,11.5,EE
50124,001,12,EE
50124,001,13,EE
50124,001,14,EE
50136,230,3,D
50136,230,3.5,D
50136,230,4,D
50136,230,4.5,D
50136,230,5,D
50136,230,5.5,D
50136,230,6,D
50136,230,6.5,D
50136,230,7,D
50136,230,7.5,D
50136,230,8,D
50136,230,8.5,D
50136,230,9,D
50136,230,9.5,D
50136,230,10,D
50136,230,10.5,D
50136,230,11,D
50136,230,11.5,D
50136,230,12,D
50136,230,13,D
50136,230,14,D
50136,230,15,D
50136,230,16,D
50136,230,3,EE
50136,230,3.5,EE
50136,230,4,EE
50136,230,4.5,EE
50136,230,5,EE
50136,230,5.5,EE
50136,230,6,EE
50136,230,6.5,EE
50136,230,7,EE
50136,230,7.5,EE
50136,230,8,EE
50136,230,8.5,EE
50136,230,9,EE
50136,230,9.5,EE
50136,230,10,EE
50136,230,10.5,EE
50136,230,11,EE
50136,230,11.5,EE
50136,230,12,EE
50136,230,13,EE
50136,230,14,EE
50136,230,15,EE
50136,230,16,EE
513360,215,7,M
513360,215,7.5,M
513360,215,8,M
513360,215,8.5,M
513360,215,9,M
513360,215,9.5,M
513360,215,10,M
513360,215,10.5,M
513360,215,11,M
513360,215,11.5,M
513360,215,12,M
513360,215,13,M
513360,215,14,M
513360,215,15,M
513360,215,8,W
513360,215,8.5,W
513360,215,9,W
513360,215,9.5,W
513360,215,10,W
513360,215,10.5,W
513360,215,11,W
513360,215,11.5,W
513360,215,12,W
513360,215,13,W
513360,215,14,W
513361,205,7,M
513361,205,7.5,M
513361,205,8,M
513361,205,8.5,M
513361,205,9,M
513361,205,9.5,M
513361,205,10,M
513361,205,10.5,M
513361,205,11,M
513361,205,11.5,M
513361,205,12,M
513361,205,13,M
513361,205,14,M
513361,205,15,M
513361,205,8,W
513361,205,8.5,W
513361,205,9,W
513361,205,9.5,W
513361,205,10,W
513361,205,10.5,W
513361,205,11,W
513361,205,11.5,W
513361,205,12,W
513361,205,13,W
513361,205,14,W
513362,205,7,M
513362,205,7.5,M
513362,205,8,M
